AU,Age,Yield,Height,DBHq,TPH,GrossYield,CrownCover,Logs_Grade_D,Logs_Grade_F,Logs_Grade_H,Logs_Grade_I,Logs_Grade_J,Logs_Grade_U,Logs_Grade_X,Logs_Grade_Y,Logs_Grade_All
23003,200,1308.5,49.0,,,1591.0,72.0,0.0,0.0,696.6,187.9,382.5,25.7,13.6,3.8,1818.4
23003,210,1333.1,49.7,,,1634.3,71.6,0.0,0.0,735.7,182.1,374.2,25.1,13.3,3.9,1862.6
23003,220,1353.5,50.4,,,1672.4,71.2,0.0,0.0,770.5,176.4,366.0,24.8,13.0,3.9,1901.7
23003,230,1370.9,51.0,,,1707.3,70.8,0.0,0.0,801.6,171.6,357.9,24.5,12.7,4.0,1937.2
23003,240,1386.3,51.5,,,1739.7,70.4,0.0,0.0,829.7,167.1,350.2,24.2,12.4,4.1,1970.1
23003,250,1399.7,52.0,,,1769.9,70.0,0.0,0.0,855.2,162.9,343.0,23.9,12.2,4.1,2000.6
23003,260,1411.7,52.5,,,1798.2,69.6,0.0,0.0,878.3,159.1,336.2,23.7,11.9,4.2,2029.4
23003,270,1424.6,53.0,,,1827.5,69.2,0.0,0.0,897.9,158.3,330.5,23.5,11.7,4.2,2059.6
23003,280,1436.0,53.4,,,1855.0,68.8,0.0,0.0,915.7,157.5,325.1,23.3,11.5,4.2,2087.9
23003,290,1446.0,53.8,,,1880.8,68.4,0.0,0.0,931.8,156.7,319.9,23.1,11.4,4.3,2114.4
23003,300,1454.6,54.1,,,1905.1,68.0,0.0,0.0,946.4,155.9,314.9,22.9,11.2,4.3,2139.4
23003,310,1462.0,54.5,,,1928.1,67.6,0.0,0.0,959.6,155.2,310.1,22.8,11.0,4.3,2162.8
23003,320,1468.4,54.8,,,1949.7,67.2,0.0,0.0,971.6,154.4,305.5,22.6,10.8,4.3,2185.0
23003,330,1472.7,55.1,,,1969.6,66.8,0.0,0.0,980.9,154.5,300.8,22.4,10.6,4.3,2204.5
23003,340,1475.5,55.4,,,1987.8,66.4,0.0,0.0,988.1,155.1,296.0,22.2,10.4,4.3,2221.9
23003,350,1477.5,55.7,,,2005.2,66.0,0.0,0.0,994.6,155.7,291.4,22.0,10.3,4.4,2238.4
